ID,电影名称,评分,评价人数,短评数量,影评数量,片长,语言,类型,导演,制片国家/地区,上映日期,看过人数,想看人数,星级,五星,四星,三星,二星,一星
579,塞尔拉·伯格斯是废柴 Sierra Burgess Is a Loser,5.5,2300,886,7,105,英语,剧情/喜剧/爱情,伊恩·塞缪尔斯,美国,2018-09-07,2735,1050,3.0,0.046,0.136,0.425,0.297,0.09699999999999999
580,冰果 真人版 氷菓,5.4,2491,1102,12,114,日语,剧情/悬疑,安里麻里,日本,2017-11-03,3112,1613,2.5,0.059000000000000004,0.107,0.413,0.317,0.10400000000000001
581,亿万少年俱乐部 Billionaire Boys Club,5.4,2469,816,10,100,英语,剧情/惊悚/传记,詹姆斯·考克斯,美国,2018-07-17,2922,1336,2.5,0.034,0.095,0.47,0.337,0.065
582,偏执 Paranoia,5.6,2078,682,9,100,英语,剧情/动作/惊悚/犯罪,罗伯特·路克蒂克,美国,2013-08-16,2519,1146,3.0,0.035,0.125,0.504,0.28,0.055999999999999994
583,出拳吧，妈妈,4.7,3611,1862,47,99,汉语普通话,剧情/运动,唐晓白,中国大陆,2022-04-30,5867,2395,2.5,0.012,0.057999999999999996,0.326,0.47100000000000003,0.132
584,光之声 Vox Lux,5.6,2042,956,12,114,英语,剧情/音乐,布拉迪·科贝特,美国,2018-09-04,2395,4365,3.0,0.032,0.141,0.47,0.292,0.064
585,乜代宗师 乜代宗師,4.7,3529,1634,19,117,粤语,剧情/喜剧,黄子华,中国香港,2020-01-23,4031,1320,2.5,0.055999999999999994,0.057999999999999996,0.293,0.38299999999999995,0.21100000000000002
586,金钱男孩 Money Boys,4.5,6630,3491,26,119,汉语普通话,剧情/同性/家庭,陈熠霖,奥地利,2021-11-19,7625,10982,2.5,0.009000000000000001,0.057999999999999996,0.268,0.48200000000000004,0.183
587,求求你爱上我,4.8,2842,1653,30,104,汉语普通话,剧情/喜剧/爱情,董春泽,中国大陆,2018-04-20,8322,2448,2.5,0.07,0.09,0.25,0.35,0.24
588,解放·终局营救,4.4,11329,4933,180,103,汉语普通话,剧情/历史/战争,李少红,中国大陆,2019-12-27,27151,5004,2.0,0.027000000000000003,0.046,0.256,0.434,0.237
589,密战,4.3,36571,14293,555,100,汉语普通话,剧情/动作/战争,钟少雄,中国大陆,2017-11-03,91638,6273,2.0,0.027000000000000003,0.044000000000000004,0.248,0.40399999999999997,0.278
590,推理笔记,4.4,9891,3458,129,90,汉语普通话,剧情/悬疑,张天辉,中国大陆,2017-11-24,35203,6436,2.0,0.023,0.049,0.262,0.409,0.256
591,东北恋哥2对你爱不完,4.8,2594,935,18,109,汉语普通话,剧情/喜剧/爱情,秦小珍,中国大陆,2023-01-23,3145,703,2.5,0.045,0.09699999999999999,0.316,0.29100000000000004,0.251
592,早见，晚爱,4.5,5788,2457,58,87,汉语普通话,剧情/爱情,刘国昌,中国大陆,2013-07-19,12699,1374,2.5,0.047,0.059000000000000004,0.25,0.369,0.27399999999999997
593,地牢围攻 In the Name of the King: A Dungeon Siege Tale,4.9,3910,796,21,127,英语,剧情/动作/奇幻/冒险,乌维·鲍尔,德国,2010-05-18,5798,1109,2.5,0.054000000000000006,0.078,0.32299999999999995,0.361,0.184
594,生死阻击,4.7,3041,1862,22,87,汉语普通话,剧情/动作/战争,焦晓雨,中国大陆,2021-10-02,5000,611,2.5,0.022000000000000002,0.066,0.40700000000000003,0.275,0.231
595,顶楼大象 팬트하우스 코끼리,4.8,4455,1095,12,144,韩语,剧情,郑升求,韩国,2009-11-05,5910,12269,2.5,0.045,0.064,0.32,0.38299999999999995,0.18899999999999997
596,平安夜 Silent Night,5.4,2103,849,14,92,英语,剧情/喜剧/恐怖,卡米尔·格里芬,英国,2021-09-16,2429,1779,2.5,0.054000000000000006,0.12300000000000001,0.414,0.303,0.106
597,性爱娃娃 Sex Doll,5.3,2292,797,10,102,法语,剧情/情色,西尔薇·维尔海迪,法国,2016-12-07,2861,4636,2.5,0.061,0.106,0.358,0.36200000000000004,0.113
598,狼灾记,4.4,8621,2981,166,97,汉语普通话,剧情,田壮壮,中国大陆,2009-09-13,11651,5241,2.0,0.022000000000000002,0.065,0.255,0.396,0.261
599,大怪兽的善后处理 大怪獣のあとしまつ,5.2,2522,1120,9,115,日语,剧情/喜剧/科幻,三木聪,日本,2022-02-04,2927,2609,2.5,0.04,0.10800000000000001,0.39,0.35600000000000004,0.106
600,珍宝大战 Precious Cargo,5.3,2280,707,5,90,英语,剧情/动作/犯罪,麦克斯·亚当斯,加拿大,2016-04-22,4226,620,2.5,0.031,0.081,0.46299999999999997,0.34600000000000003,0.078
601,寒蝉鸣泣之时 ひぐらしのなく頃に,5.4,2020,391,9,106,日语,剧情/惊悚/恐怖,及川中,日本,2008-05-10,2495,821,2.5,0.06,0.12300000000000001,0.395,0.304,0.11800000000000001
602,欲动 欲動,5.3,2190,466,5,97,日语,剧情,杉野希妃,日本,2014-11-22,2757,2611,2.5,0.062,0.10300000000000001,0.365,0.36,0.11
603,魔侠传之唐吉可德,4.4,7266,2909,140,107,汉语普通话,剧情/喜剧/动作/爱情/武侠/古装,阿甘,中国大陆,2010-10-15,11813,1356,2.0,0.038,0.079,0.248,0.318,0.316
604,正·青春,4.5,4569,2003,60,93,汉语普通话,剧情,赵燕国彰,中国大陆,2011-09-23,6233,557,2.5,0.039,0.09699999999999999,0.27,0.285,0.309
605,三伏天,4.7,2613,1465,15,96,汉语普通话,剧情/同性,乔丹·席勒,中国香港,2018-03-30,4585,2371,2.5,0.011000000000000001,0.063,0.336,0.465,0.125
606,我们永不言弃 我們永不言棄,4.6,3308,1350,59,120,汉语普通话,剧情/动作,周显扬,中国香港,2020-04-20,10709,1291,2.5,0.049,0.055,0.27,0.39299999999999996,0.233
607,之后4 After Ever Happy,5.2,2278,857,5,120,英语,剧情/爱情,卡斯蒂利·兰登,美国,2022-09-07,2728,2134,2.5,0.077,0.09300000000000001,0.33799999999999997,0.34600000000000003,0.145
608,逃出白垩纪 65,4.5,7731,3181,41,93,英语,剧情/动作/科幻/惊悚/冒险,斯科特·贝克,美国,2023-03-31,8713,7765,2.5,0.017,0.037000000000000005,0.298,0.494,0.154
609,福岛50死士 フクシマフィフティ,5.2,2176,879,16,122,日语,剧情/灾难,若松节朗,日本,2020-03-06,2661,1248,2.5,0.057999999999999996,0.141,0.38799999999999996,0.154,0.26
610,歼十出击,4.6,3089,1223,37,95,汉语普通话,剧情/动作,宁海强,中国大陆,2011-03-10,6893,519,2.5,0.037000000000000005,0.07400000000000001,0.317,0.304,0.26899999999999996
611,北京纽约,4.3,14093,4601,116,107,汉语普通话,剧情/爱情,李晓雨,中国大陆,2015-03-06,30374,6018,2.0,0.04,0.065,0.23600000000000002,0.345,0.314
612,忠诚 Devotion,5.1,2277,937,22,138,英语,剧情/动作/战争,J·D·迪拉德,美国,2022-09-12,2501,2356,2.5,0.051,0.114,0.35,0.289,0.195
613,无间行者之生死潜行,4.5,3781,1288,14,90,汉语普通话,剧情/动作/犯罪,黄家辉,中国大陆,2020-11-20,9591,849,2.5,0.012,0.024,0.303,0.51,0.151
614,偷渡者 Stowaway,5.2,2012,712,19,116,英语,剧情/科幻/惊悚,乔·佩那,德国,2021-04-22,2316,1008,2.5,0.045,0.10099999999999999,0.368,0.35700000000000004,0.128
615,不义联盟：人间之神 Injustice,4.9,2830,1131,13,78,英语,剧情/奇幻/冒险,Matt Peters,美国,2021-10-09,3187,552,2.5,0.044000000000000004,0.098,0.34299999999999997,0.304,0.21
616,所见所闻 Things Heard & Seen,5.1,2122,812,12,119,英语,剧情/惊悚/恐怖,莎里·斯宾厄·伯曼,美国,2021-04-29,2452,1140,2.5,0.03,0.085,0.389,0.38799999999999996,0.10800000000000001
617,孤岛惊魂 Far Cry,5.1,2032,356,7,95,英语,剧情/动作/冒险,乌维·鲍尔,德国,2008-10-02,2719,354,2.5,0.035,0.081,0.423,0.344,0.11800000000000001
618,365天：明日之欲 The Next 365 Days,4.5,5843,2293,15,112,波兰语,剧情/爱情/情色,芭芭拉·比尔拉瓦斯,波兰,2022-08-19,7234,3079,2.5,0.053,0.057999999999999996,0.24100000000000002,0.35700000000000004,0.29
619,总是有爱在隔离 總是有愛在隔離,4.4,4594,1673,18,95,粤语,剧情/喜剧,谷德昭,中国香港,2021-05-04,6878,1323,2.0,0.027999999999999997,0.039,0.299,0.389,0.245
620,玛德2号 瑪德2號,4.6,2322,854,11,86,汉语普通话,剧情/家庭,朱家麟,中国大陆,2013-08-09,6109,1205,2.5,0.08199999999999999,0.059000000000000004,0.257,0.294,0.308
621,水手服与机关枪：毕业 セーラー服と機関銃 -卒業-,4.9,2342,1005,11,118,日语,剧情/动作,前田弘二,日本,2016-03-05,2763,995,2.5,0.053,0.081,0.29600000000000004,0.392,0.17800000000000002
622,舞出我人生之舞所不能,4.5,2810,1319,32,91,汉语普通话,剧情/爱情/音乐/歌舞,袁文忠,中国大陆,2019-07-26,9342,1332,2.5,0.036000000000000004,0.08,0.28600000000000003,0.295,0.304
623,外公芳龄38,4.2,25130,7706,118,103,汉语普通话,剧情/喜剧,安兵基,中国大陆,2016-11-11,94632,3244,2.0,0.013999999999999999,0.046,0.248,0.392,0.3
624,热浪球爱战 熱浪球愛戰,4.4,3797,1161,14,95,粤语,剧情/爱情/运动,邓东明,中国香港,2011-07-29,4995,495,2.0,0.025,0.046,0.278,0.41,0.24100000000000002
625,求爱大作战 溝女不離3兄弟,4.4,3780,996,7,91,粤语,剧情/喜剧/爱情,叶念琛,中国香港,2014-11-11,7200,784,2.0,0.03,0.055,0.266,0.401,0.248
626,蜜桃女孩 ピーチガール,4.6,3554,1534,11,116,日语,剧情/喜剧/爱情,神徳幸治,日本,2017-05-20,4237,1102,2.5,0.038,0.07,0.273,0.392,0.226
627,卧鱼,4.4,3564,1023,15,90,汉语普通话,剧情,米昊易,中国大陆,2020-07-29,11173,1033,2.0,0.019,0.077,0.239,0.426,0.239
628,三角窗外是黑夜 さんかく窓の外側は夜,4.9,2095,1096,4,103,日语,剧情/悬疑/同性,森垣侑大,日本,2021-01-22,2449,5184,2.5,0.033,0.059000000000000004,0.37200000000000005,0.419,0.11699999999999999
629,我是女王,4.2,19518,8335,155,106,汉语普通话,剧情/爱情,伊能静,中国大陆,2015-04-15,45574,5452,2.0,0.035,0.061,0.23199999999999998,0.322,0.35
630,房间 The Room,4.3,10667,6853,46,99,英语,剧情,托米·韦素,美国,2003-06-27,15283,13222,2.0,0.187,0.036000000000000004,0.065,0.147,0.5660000000000001
631,第44条军规 Catch .44,4.5,4175,1670,22,93,英语,剧情/惊悚/犯罪/西部,艾伦·哈维,美国,2011-12-09,6540,833,2.5,0.017,0.052000000000000005,0.293,0.424,0.214
632,再见，少年,4.2,15701,8366,306,105,汉语普通话,剧情,殷若昕,中国大陆,2021-08-27,26515,7241,2.0,0.006999999999999999,0.04,0.24100000000000002,0.479,0.233
633,怪兽：黑暗大陆 Monsters: The Dark Continent,4.7,2476,828,13,119,英语,剧情/科幻/惊悚,汤姆·葛林,英国,2015-05-01,4153,1123,2.5,0.042,0.08800000000000001,0.253,0.4,0.218
634,U盘,4.3,4646,125,4,95,汉语普通话,剧情/喜剧,徐志强,中国大陆,2014-01-31,4976,2110,2.0,0.061,0.105,0.174,0.255,0.405
635,我的青春有个你,4.2,11398,5207,114,96,汉语普通话,剧情/爱情,林子平,中国大陆,2021-09-19,19416,5188,2.0,0.018000000000000002,0.048,0.239,0.40299999999999997,0.29100000000000004
636,同流合乌 同流合烏,4.4,2371,912,12,86,汉语普通话,剧情/爱情/同性,云翔,中国香港,2016-10-26,2768,2298,2.0,0.05,0.057,0.248,0.33399999999999996,0.311
637,血色蝗灾 La nuée,4.6,2439,985,6,100,法语,剧情/恐怖/奇幻,贾斯特·菲利珀特,法国,2020-09-01,2764,1388,2.5,0.023,0.064,0.304,0.396,0.212
638,拧紧 The Turning,4.6,2422,926,12,94,英语,剧情/恐怖,弗洛莉娅·塞吉斯蒙迪,英国,2020-01-24,2785,2260,2.5,0.035,0.053,0.28800000000000003,0.43200000000000005,0.191
639,玉战士 Jadesoturi,4.3,3200,441,33,110,芬兰语,剧情/动作/奇幻/冒险,安蒂·朱西·安妮拉,芬兰,2006-10-13,6147,681,2.0,0.031,0.040999999999999995,0.266,0.39299999999999996,0.27
640,纽约行动 Ninja,4.4,3659,1148,22,86,英语,剧情/动作/惊悚/犯罪,艾萨克·佛罗伦汀,美国,2012-04-13,5767,849,2.0,0.027999999999999997,0.053,0.282,0.38299999999999995,0.253
641,下一个奇迹,4.4,2006,884,46,90,汉语普通话,剧情/爱情,卓立,中国台湾,2012-03-31,2366,920,2.0,0.09,0.055999999999999994,0.22399999999999998,0.23399999999999999,0.396
642,寻找罗麦,4.2,6298,2834,148,83,汉语普通话,剧情/爱情,王超,中国大陆,2018-04-13,17570,16433,2.0,0.033,0.062,0.198,0.397,0.311
643,荞麦疯长,4.1,62816,26511,436,112,汉语普通话,剧情/爱情,徐展雄,中国大陆,2020-08-25,132556,24344,2.0,0.018000000000000002,0.04,0.228,0.414,0.299
644,青春期,4.1,42054,14740,342,51,汉语普通话,剧情,管晓杰,中国大陆,2011-07-20,63169,10078,2.0,0.036000000000000004,0.057999999999999996,0.231,0.29600000000000004,0.38
645,不可思异,4.1,28559,8859,129,99,汉语普通话,剧情/喜剧/科幻,孙周,中国大陆,2015-12-04,86891,4365,2.0,0.043,0.048,0.20800000000000002,0.33299999999999996,0.368
646,中国合伙人2,4.1,10586,3299,78,123,汉语普通话,剧情,刘亚当,中国大陆,2018-12-18,91644,12609,2.0,0.018000000000000002,0.038,0.22399999999999998,0.39299999999999996,0.327
647,新小鬼当家 Home Sweet Home Alone,4.3,2401,957,9,93,英语,剧情/喜剧/动作,丹·马泽,美国,2021-11-12,3227,611,2.0,0.037000000000000005,0.054000000000000006,0.242,0.361,0.306
648,青面修罗,4.1,7611,3394,59,118,汉语普通话,剧情/动作/悬疑,李仁港,中国大陆,2022-05-13,10323,1961,2.0,0.012,0.035,0.233,0.449,0.271
649,神通乡巴佬,4.1,3679,1264,57,86,汉语普通话,剧情/喜剧/爱情,皮建鑫,中国大陆,2012-03-08,9424,456,2.0,0.036000000000000004,0.057,0.218,0.321,0.36700000000000005
650,骇客交锋 Blackhat,4.1,5684,2466,27,133,英语,剧情/动作/悬疑/惊悚/犯罪,迈克尔·曼,美国,2015-01-16,8578,3774,2.0,0.024,0.044000000000000004,0.226,0.391,0.316
651,您好，北京,4.1,3115,2039,37,110,汉语普通话,剧情,曹茜茜,中国大陆,2022-11-18,3891,1699,2.0,0.024,0.10099999999999999,0.19399999999999998,0.282,0.39899999999999997
652,追龙番外篇之十亿探长,4.1,2613,813,8,95,汉语普通话,剧情/犯罪,许悦铭,中国大陆,2020-01-16,5778,561,2.0,0.015,0.006999999999999999,0.27,0.445,0.263
653,私人会所 私人會所,4.1,2250,724,11,93,粤语,剧情,颜米羔,中国香港,2017-08-31,2702,4466,2.0,0.033,0.047,0.201,0.382,0.33799999999999997
654,青春失乐园,4.0,21294,5887,109,110,汉语普通话,剧情/喜剧/歌舞,管晓杰,中国大陆,2011-11-11,43339,3617,2.0,0.032,0.042,0.20600000000000002,0.319,0.401
655,明天你是否依然爱我,4.0,21890,11007,186,99,汉语普通话,剧情/爱情,周楠,中国大陆,2020-12-24,44961,6086,2.0,0.02,0.047,0.215,0.354,0.364
656,夏日恋神马 戀夏戀夏戀戀下,4.0,4062,1352,6,100,粤语,剧情/喜剧/爱情,钱国伟,中国香港,2011-11-04,8656,640,2.0,0.021,0.034,0.218,0.381,0.34700000000000003
657,回到中国 Go Back to China,4.0,6323,3534,46,95,英语,剧情,丁怡瑱,美国,2019-03-09,7629,843,2.0,0.02,0.08199999999999999,0.21899999999999997,0.215,0.465
658,毕业那年,4.0,2153,1186,90,88,汉语普通话,剧情/音乐,姚宇,中国大陆,2012-09-21,6047,590,2.0,0.048,0.053,0.20800000000000002,0.24,0.45
659,气喘吁吁,4.0,16984,5370,288,90,普通话,剧情/喜剧,郑重,中国大陆,2009-08-28,22600,3212,2.0,0.03,0.062,0.193,0.308,0.408
660,奔爱,4.0,50824,11290,212,137,汉语普通话,剧情/爱情,张一白,中国大陆,2016-02-14,69996,4318,2.0,0.032,0.051,0.209,0.314,0.395
661,中国推销员,4.0,3045,1491,98,110,汉语普通话,剧情/动作/战争,檀冰,中国大陆,2017-06-16,3338,3684,2.0,0.061,0.055999999999999994,0.153,0.26,0.469
662,坑爹游戏,4.0,2264,933,21,105,汉语普通话,剧情/喜剧,米宝,中国大陆,2017-10-20,4163,434,2.0,0.013000000000000001,0.032,0.217,0.42,0.318
663,封神榜：决战万仙阵,3.9,2641,1253,77,92,汉语普通话,剧情/动作/奇幻/古装,李伯勋,中国大陆,2021-04-30,5277,628,2.0,0.013000000000000001,0.039,0.196,0.39899999999999997,0.353
664,战·无双 戰•無雙,3.9,2715,708,27,87,粤语,剧情/动作,熊欣欣,中国香港,2009-05-01,5966,469,2.0,0.024,0.033,0.20199999999999999,0.359,0.381
665,钢刀,3.9,3248,1652,85,94,汉语普通话,剧情/动作,刘晓光,中国大陆,2016-05-20,3809,466,2.0,0.057999999999999996,0.038,0.13699999999999998,0.311,0.456
666,凶手还未睡 兇手還未睡,3.9,3613,1396,30,94,粤语,剧情/悬疑/惊悚,邱礼涛,中国香港,2016-10-21,7768,1424,2.0,0.0,0.031,0.191,0.455,0.32299999999999995
667,狂鼠列车,3.9,3706,2003,26,92,汉语普通话,剧情/动作/悬疑/惊悚,林珍钊,中国大陆,2021-01-07,8468,652,2.0,0.019,0.044000000000000004,0.18899999999999997,0.371,0.377
668,上海王2,3.8,2359,813,9,97,汉语普通话,剧情/动作/爱情,胡雪桦,中国大陆,2020-08-22,4074,1077,2.0,0.0,0.026000000000000002,0.19899999999999998,0.429,0.34600000000000003
669,二十岁,3.8,2828,1284,29,98,汉语普通话,剧情,刘畅,中国大陆,2018-11-30,10881,1845,2.0,0.038,0.038,0.159,0.331,0.433
670,搜救,3.9,17067,9232,197,108,汉语普通话,剧情/冒险/灾难,罗志良,中国大陆,2022-10-03,20332,2890,2.0,0.018000000000000002,0.077,0.18,0.306,0.42
671,青禾男高,3.9,24407,8634,217,98,汉语普通话,剧情,蒋卓原,中国大陆,2017-07-12,86311,9010,2.0,0.01,0.039,0.207,0.36,0.384
672,非秀不可,3.7,2071,150,1,98,汉语普通话,剧情/爱情,钱路劼,中国大陆,2013-06-14,2099,112,2.0,0.039,0.079,0.102,0.252,0.528
673,惊天破,3.9,26169,10041,192,103,汉语普通话,剧情/动作/悬疑/犯罪,吴品儒,中国大陆,2016-10-20,70043,5571,2.0,0.009000000000000001,0.024,0.218,0.4,0.349
674,囧人之越挠越痒,3.7,2140,219,5,89,汉语普通话,剧情/喜剧,李华彤,中国大陆,2013-03-14,4504,532,2.0,0.017,0.044000000000000004,0.177,0.307,0.45399999999999996
675,战国,3.9,43039,15587,636,126,汉语普通话,剧情/动作/爱情/悬疑/战争/古装,金琛,中国大陆,2011-04-12,69490,3711,2.0,0.022000000000000002,0.049,0.21,0.307,0.41100000000000003
676,时光恋人,3.6,2119,962,49,89,汉语普通话,剧情/爱情/奇幻,沈东,中国大陆,2013-09-06,3050,520,2.0,0.028999999999999998,0.039,0.136,0.28,0.516
677,重庆美女,3.6,2350,450,17,90,汉语普通话,剧情/喜剧,杨紫婷,中国大陆,2009-10,4581,562,2.0,0.019,0.036000000000000004,0.152,0.306,0.48700000000000004
678,蔡李佛,3.7,3789,1177,46,92,汉语普通话,剧情/动作,黄明升,中国大陆,2011-04-02,9506,551,2.0,0.019,0.021,0.18,0.35200000000000004,0.42700000000000005
679,你的世界如果没有我,3.5,2143,915,15,95,汉语普通话,剧情/爱情,刘伟恒,中国大陆,2021-12-03,2740,2389,2.0,0.0,0.037000000000000005,0.146,0.341,0.47600000000000003
680,火星异变,3.6,3251,1662,48,75,汉语普通话,剧情/科幻/灾难,刘娜,中国大陆,2021-08-27,5260,662,2.0,0.006999999999999999,0.021,0.14800000000000002,0.43700000000000006,0.387
681,谁动了我的梦想,3.6,3252,221,11,90,汉语普通话,剧情/喜剧/爱情,王伟,中国大陆,2014-12-11,7439,1047,2.0,0.053,0.023,0.126,0.272,0.526
682,校花驾到之极品校花,3.5,2608,914,9,109,汉语普通话,剧情,管晓杰,中国大陆,2014-11-21,3097,487,2.0,0.035,0.039,0.131,0.251,0.544
683,北京女子图鉴之失恋直播,3.4,2115,876,36,60,汉语普通话,剧情,于歆玥,中国大陆,2020-01-05,3670,314,1.5,0.0,0.026000000000000002,0.111,0.376,0.48700000000000004
684,西北风云,3.4,2141,940,42,96,汉语普通话,剧情/犯罪,黄璜,中国大陆,2018-04-13,3640,2881,1.5,0.018000000000000002,0.024,0.124,0.331,0.503
685,蜜月酒店杀人事件,3.5,2831,1038,16,97,汉语普通话,剧情/悬疑,张哲洙,中国大陆,2016-05-27,8491,950,2.0,0.021,0.027999999999999997,0.147,0.29100000000000004,0.514
686,重启地球,3.6,4963,2638,75,90,汉语普通话,剧情/科幻,林珍钊,中国大陆,2021-09-03,7756,1226,2.0,0.016,0.016,0.136,0.44,0.39299999999999996
687,我的青春都是你,3.7,10988,4636,60,92,汉语普通话,剧情/爱情,周彤,中国大陆,2019-06-21,28793,5899,2.0,0.017,0.02,0.166,0.389,0.409
688,飞天,3.6,5943,1713,54,115,汉语普通话,剧情,王珈,中国大陆,2011-07-01,9652,810,2.0,0.063,0.055999999999999994,0.13,0.121,0.629
689,半熟少女,3.4,3099,1487,15,98,汉语普通话,剧情/爱情,阿牛,中国大陆,2016-03-25,9440,1815,1.5,0.039,0.033,0.102,0.23800000000000002,0.588
690,新僵尸先生2 新僵屍先生2,3.2,2250,867,17,88,汉语普通话,剧情/恐怖,刘观伟,中国香港,2018-01-05,3455,659,1.5,0.023,0.008,0.083,0.32299999999999995,0.564
691,玩世英雄,3.1,2061,715,10,68,汉语普通话,剧情/喜剧/战争/奇幻,韩杰,中国大陆,2018-03-03,2230,835,1.5,0.0,0.0,0.156,0.26,0.584
692,京城81号2 京城81号Ⅱ,3.7,28798,11157,264,98,汉语普通话,剧情/悬疑/惊悚,钱人豪,中国大陆,2017-07-06,100619,6186,2.0,0.015,0.022000000000000002,0.171,0.39399999999999996,0.397
693,李雷和韩梅梅,3.7,37411,13280,241,90,汉语普通话,剧情/喜剧/爱情,杨永春,中国大陆,2017-06-09,113946,7841,2.0,0.033,0.037000000000000005,0.166,0.261,0.504
694,大嫂,3.4,4269,1327,36,89,汉语普通话,剧情/悬疑/犯罪,阚家伟,中国香港,2017-12-07,10435,1898,1.5,0.01,0.025,0.10800000000000001,0.369,0.488
695,我在路上最爱你 길 위에서,3.6,11608,3628,87,94,汉语普通话,剧情/爱情,金丰起,中国大陆,2014-03-28,24765,4309,2.0,0.027000000000000003,0.040999999999999995,0.16,0.265,0.507
696,我的遗憾和你有关,3.5,7267,2981,52,92,汉语普通话,剧情/爱情,甄永波,中国大陆,2022-11-04,7805,3340,2.0,0.064,0.028999999999999998,0.076,0.257,0.573
697,中国蓝盔,3.5,7627,3078,75,96,汉语普通话,剧情/动作/战争,宁海强,中国大陆,2018-11-23,26460,4525,2.0,0.027999999999999997,0.027999999999999997,0.138,0.3,0.507
698,毕业作品,3.3,4084,1427,33,86,汉语普通话,剧情/爱情/冒险,许斌,中国大陆,2018-04-13,13328,1782,1.5,0.0,0.019,0.11199999999999999,0.374,0.495
